Geslacht,Bedrijfstakken/branches (SBI 2008),Perioden,Onderwerp,Type werkenden,Waarde
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Werkzame personen,Werknemers,
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Werkzame personen,Zelfstandigen,136.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Banen,Werknemers,1059.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Banen,Zelfstandigen,193.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Arbeidsjaren,Werknemers,704.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Arbeidsjaren,Zelfstandigen,87.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Gewerkte uren,Werknemers,1057.0
Vrouwen,Q Gezondheids- en welzijnszorg,2015,Gewerkte uren,Zelfstandigen,177.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Werkzame personen,Werknemers,981.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Werkzame personen,Zelfstandigen,140.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Banen,Werknemers,1052.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Banen,Zelfstandigen,199.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Arbeidsjaren,Werknemers,702.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Arbeidsjaren,Zelfstandigen,92.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Gewerkte uren,Werknemers,1064.0
Vrouwen,Q Gezondheids- en welzijnszorg,2016,Gewerkte uren,Zelfstandigen,184.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Werkzame personen,Werknemers,1002.0
Vrouwen,,2017,Werkzame personen,Zelfstandigen,143.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Banen,Werknemers,1075.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Banen,Zelfstandigen,203.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Arbeidsjaren,Werknemers,712.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Arbeidsjaren,Zelfstandigen,96.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Gewerkte uren,Werknemers,1088.0
Vrouwen,Q Gezondheids- en welzijnszorg,2017,Gewerkte uren,Zelfstandigen,194.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Werkzame personen,Werknemers,1031.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Werkzame personen,Zelfstandigen,146.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Banen,Werknemers,1106.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Banen,Zelfstandigen,208.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Arbeidsjaren,Werknemers,733.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Arbeidsjaren,Zelfstandigen,99.0
Vrouwen,Q Gezondheids- en welzijnszorg,2018,Gewerkte uren,Werknemers,1119.0
Vrouwen,,2018,Gewerkte uren,Zelfstandigen,206.0
Vrouwen,,2013,Werkzame personen,Werknemers,54.0
Vrouwen,,2013,Werkzame personen,Zelfstandigen,25.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Banen,Werknemers,66.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Banen,Zelfstandigen,35.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Arbeidsjaren,Werknemers,35.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Arbeidsjaren,Zelfstandigen,23.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Gewerkte uren,Werknemers,57.0
Vrouwen,"R Cultuur, sport en recreatie",2013,Gewerkte uren,Zelfstandigen,51.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Werkzame personen,Werknemers,54.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Werkzame personen,Zelfstandigen,27.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Banen,Werknemers,66.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Banen,Zelfstandigen,37.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Arbeidsjaren,Werknemers,35.0
Vrouwen,,2014,Arbeidsjaren,Zelfstandigen,23.0
Vrouwen,,2014,Gewerkte uren,Werknemers,57.0
Vrouwen,"R Cultuur, sport en recreatie",2014,Gewerkte uren,Zelfstandigen,49.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Werkzame personen,Werknemers,54.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Werkzame personen,Zelfstandigen,27.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Banen,Werknemers,66.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Banen,Zelfstandigen,38.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Arbeidsjaren,Werknemers,35.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Arbeidsjaren,Zelfstandigen,25.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Gewerkte uren,Werknemers,57.0
Vrouwen,"R Cultuur, sport en recreatie",2015,Gewerkte uren,Zelfstandigen,50.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Werkzame personen,Werknemers,55.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Werkzame personen,Zelfstandigen,28.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Banen,Werknemers,67.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Banen,Zelfstandigen,40.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Arbeidsjaren,Werknemers,35.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Arbeidsjaren,Zelfstandigen,27.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Gewerkte uren,Werknemers,59.0
Vrouwen,"R Cultuur, sport en recreatie",2016,Gewerkte uren,Zelfstandigen,58.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Werkzame personen,Werknemers,57.0
Vrouwen,,2017,Werkzame personen,Zelfstandigen,29.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Banen,Werknemers,69.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Banen,Zelfstandigen,42.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Arbeidsjaren,Werknemers,37.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Arbeidsjaren,Zelfstandigen,27.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Gewerkte uren,Werknemers,61.0
Vrouwen,"R Cultuur, sport en recreatie",2017,Gewerkte uren,Zelfstandigen,56.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Werkzame personen,Werknemers,59.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Werkzame personen,Zelfstandigen,30.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Banen,Werknemers,72.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Banen,Zelfstandigen,43.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Arbeidsjaren,Werknemers,38.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Arbeidsjaren,Zelfstandigen,28.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Gewerkte uren,Werknemers,64.0
Vrouwen,"R Cultuur, sport en recreatie",2018,Gewerkte uren,Zelfstandigen,58.0
Vrouwen,S Overige dienstverlening,2013,Werkzame personen,Werknemers,81.0
Vrouwen,S Overige dienstverlening,2013,Werkzame personen,Zelfstandigen,57.0
Vrouwen,S Overige dienstverlening,2013,Banen,Werknemers,87.0
Vrouwen,S Overige dienstverlening,2013,Banen,Zelfstandigen,78.0
Vrouwen,S Overige dienstverlening,2013,Arbeidsjaren,Werknemers,58.0
Vrouwen,S Overige dienstverlening,2013,Arbeidsjaren,Zelfstandigen,53.0
Vrouwen,S Overige dienstverlening,2013,Gewerkte uren,Werknemers,92.0
Vrouwen,S Overige dienstverlening,2013,Gewerkte uren,Zelfstandigen,107.0
Vrouwen,S Overige dienstverlening,2014,Werkzame personen,Werknemers,79.0
Vrouwen,S Overige dienstverlening,2014,Werkzame personen,Zelfstandigen,59.0
Vrouwen,S Overige dienstverlening,2014,Banen,Werknemers,86.0
Vrouwen,S Overige dienstverlening,2014,Banen,Zelfstandigen,80.0
Vrouwen,S Overige dienstverlening,2014,Arbeidsjaren,Werknemers,57.0
Vrouwen,S Overige dienstverlening,2014,Arbeidsjaren,Zelfstandigen,54.0
Vrouwen,S Overige dienstverlening,2014,Gewerkte uren,Werknemers,91.0
Vrouwen,S Overige dienstverlening,2014,Gewerkte uren,Zelfstandigen,107.0
Vrouwen,S Overige dienstverlening,2015,Werkzame personen,Werknemers,76.0
Vrouwen,S Overige dienstverlening,2015,Werkzame personen,Zelfstandigen,60.0
Vrouwen,S Overige dienstverlening,2015,Banen,Werknemers,
Vrouwen,S Overige dienstverlening,2015,Banen,Zelfstandigen,83.0
Vrouwen,S Overige dienstverlening,2015,Arbeidsjaren,Werknemers,55.0
Vrouwen,S Overige dienstverlening,2015,Arbeidsjaren,Zelfstandigen,56.0
Vrouwen,S Overige dienstverlening,2015,Gewerkte uren,Werknemers,88.0
Vrouwen,S Overige dienstverlening,2015,Gewerkte uren,Zelfstandigen,113.0
Vrouwen,S Overige dienstverlening,2016,Werkzame personen,Werknemers,78.0
Vrouwen,S Overige dienstverlening,2016,Werkzame personen,Zelfstandigen,62.0
Vrouwen,S Overige dienstverlening,2016,Banen,Werknemers,84.0
Vrouwen,S Overige dienstverlening,2016,Banen,Zelfstandigen,86.0
Vrouwen,S Overige dienstverlening,2016,Arbeidsjaren,Werknemers,55.0
Vrouwen,S Overige dienstverlening,2016,Arbeidsjaren,Zelfstandigen,58.0
Vrouwen,,2016,Gewerkte uren,Werknemers,90.0
Vrouwen,S Overige dienstverlening,2016,Gewerkte uren,Zelfstandigen,120.0
Vrouwen,S Overige dienstverlening,2017,Werkzame personen,Werknemers,79.0
Vrouwen,S Overige dienstverlening,2017,Werkzame personen,Zelfstandigen,64.0
Vrouwen,S Overige dienstverlening,2017,Banen,Werknemers,85.0
Vrouwen,S Overige dienstverlening,2017,Banen,Zelfstandigen,89.0
Vrouwen,S Overige dienstverlening,2017,Arbeidsjaren,Werknemers,56.0
Vrouwen,S Overige dienstverlening,2017,Arbeidsjaren,Zelfstandigen,61.0
Vrouwen,S Overige dienstverlening,2017,Gewerkte uren,Werknemers,92.0
Vrouwen,S Overige dienstverlening,2017,Gewerkte uren,Zelfstandigen,122.0
Vrouwen,S Overige dienstverlening,2018,Werkzame personen,Werknemers,81.0
Vrouwen,S Overige dienstverlening,2018,Werkzame personen,Zelfstandigen,65.0
Vrouwen,S Overige dienstverlening,2018,Banen,Werknemers,87.0
Vrouwen,S Overige dienstverlening,2018,Banen,Zelfstandigen,91.0
Vrouwen,S Overige dienstverlening,2018,Arbeidsjaren,Werknemers,58.0
Vrouwen,S Overige dienstverlening,2018,Arbeidsjaren,Zelfstandigen,62.0
Vrouwen,S Overige dienstverlening,2018,Gewerkte uren,Werknemers,95.0
Vrouwen,S Overige dienstverlening,2018,Gewerkte uren,Zelfstandigen,122.0
Vrouwen,T Huishoudens,2013,Werkzame personen,Werknemers,17.0
Vrouwen,T Huishoudens,2013,Werkzame personen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2013,Banen,Werknemers,33.0
Vrouwen,T Huishoudens,2013,Banen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2013,Arbeidsjaren,Werknemers,12.0
Vrouwen,T Huishoudens,2013,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2013,Gewerkte uren,Werknemers,19.0
Vrouwen,T Huishoudens,2013,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2014,Werkzame personen,Werknemers,18.0
Vrouwen,T Huishoudens,2014,Werkzame personen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2014,Banen,Werknemers,33.0
Vrouwen,T Huishoudens,2014,Banen,Zelfstandigen,0.0
Vrouwen,,2014,Arbeidsjaren,Werknemers,12.0
Vrouwen,T Huishoudens,2014,Arbeidsjaren,Zelfstandigen,
Vrouwen,T Huishoudens,2014,Gewerkte uren,Werknemers,19.0
Vrouwen,T Huishoudens,2014,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2015,Werkzame personen,Werknemers,18.0
Vrouwen,T Huishoudens,2015,Werkzame personen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2015,Banen,Werknemers,34.0
Vrouwen,T Huishoudens,2015,Banen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2015,Arbeidsjaren,Werknemers,11.0
Vrouwen,T Huishoudens,2015,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2015,Gewerkte uren,Werknemers,18.0
Vrouwen,T Huishoudens,2015,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2016,Werkzame personen,Werknemers,19.0
Vrouwen,T Huishoudens,2016,Werkzame personen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2016,Banen,Werknemers,34.0
Vrouwen,T Huishoudens,2016,Banen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2016,Arbeidsjaren,Werknemers,12.0
Vrouwen,T Huishoudens,2016,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2016,Gewerkte uren,Werknemers,19.0
Vrouwen,,2016,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2017,Werkzame personen,Werknemers,20.0
Vrouwen,T Huishoudens,2017,Werkzame personen,Zelfstandigen,
Vrouwen,T Huishoudens,2017,Banen,Werknemers,35.0
Vrouwen,T Huishoudens,2017,Banen,Zelfstandigen,
Vrouwen,T Huishoudens,2017,Arbeidsjaren,Werknemers,13.0
Vrouwen,T Huishoudens,2017,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2017,Gewerkte uren,Werknemers,21.0
Vrouwen,T Huishoudens,2017,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2018,Werkzame personen,Werknemers,21.0
Vrouwen,T Huishoudens,2018,Werkzame personen,Zelfstandigen,
Vrouwen,T Huishoudens,2018,Banen,Werknemers,36.0
Vrouwen,T Huishoudens,2018,Banen,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2018,Arbeidsjaren,Werknemers,13.0
Vrouwen,T Huishoudens,2018,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,T Huishoudens,2018,Gewerkte uren,Werknemers,23.0
Vrouwen,T Huishoudens,2018,Gewerkte uren,Zelfstandigen,0.0
